content,score
Seruuuu!!!!!,5
Apk yg bagus,5
oke lah,5
apa2 di block apa di tangguhkan orang lagi membully masa dibiarkan,1
"Saya tidak bisa login. Dan harus memakai nomor lama. Sedangkan nomor lama saya tidak aktif. Saya verifikasi wajah juga sama saja aplikasi malah keluar. Kenapa saya tidak bisa masuk. Padahal password saya ingat, email ada semua, kenapa harus verifikasi tambahan",1
Pihak Instagram dengan sebelah pihak menangguhkan akun saya yg sudah 4 th saya pakai untuk berjualan. Tidak ada pemberitahuan sebelumnya dan tidak ada etika tanggungjawab dari pihak Instagram sendiri. Mohon diberikan solusi sebelum menangguhkan akun seseorang.,1
Udh bagus sih tpi tdk ada Fitur Saluran nya biasanya punya orang ada tpi punya gua GK ada,5
mantap,5
Asik,5
❤❤❤,5
baguss di iphone saya,5
"Halo Instagram, saya mengalami masalah dalam mengikuti orang lain , sering mendapatkan notif yaitu batasan dalam mengikuti orang lain , mohon di perbaiki secepatnya agar pengguna juga bisa nyaman dalam menggunakan aplikasi tersebut 🙏🙏🙏",3
TOLONG HILANGKAN IKLAN SLOT DARI AKUN INSTAGRAM SAYA. SANGAT MENGGANGGU!,1
Cukup baik,5
Bagus,5
ok,5
Baguss keren,5
Udah hapus flip? Hapus arsip ig? Ga lucu tod dasar medsos problematis 👎👎👎,1
Good,5
bagussssss bangett selama pake ini gada kendala apapunnnnnn mantapp pokonyyaaaaaaa,5
"Kok bisa akun tiba"" hilang sihh, udh pake 2th lbih pdhl...",2
"aplikasinya bagus, cuma ada bug. Dan saya harap apk ini bisa di update jadi lebih baik dan bagus",4
Oke,5
bagus,5
estetik,3
update elekk,1
Bgs pol,5
Bgus sekali,5
"Awas aja sampe apus arsip, netijen ga maen maen",1
saya mau bergabung,1
Saya tidak bisa login mohon tolong diperbaiki.,1
Cukup menarik,2
ok bgt,5
INSTAGRAM SEKARANG BANYAK IKLAN SLOTNYA!!! TOLONG DI HAPUS IKLAN GA BERMUTU!,1
"setiap buka IG langsung berhntiii tdk bsa di gerakankan di berandanya,mcm ngejim gitu. tolong di perbaiki lagiii . apalagi buka akun bisnis",2
fitur tambah ke sorotan sering gak muncul / hilang! tolong cepat di perbaiki,3
"Keren banyaknya manusia tukang DOXING di IG dan melanggar hak PRIVASI seseorang serta melanggar undang-undang dengan menyebarluaskan alamat seseorang hanya untuk kepentingan orang orang pemerintahan, sikap-sikap penDOXING hanya seorang PENGECUT. (IG: @volt_anonym PENDOXING sekelas tIKTOD)",1
"ini kenapa gabisa buka ig woii ada tulisan 'instagram tidak menanggapi terus,capee download hpus teruss tolong lah perbaiki bugnya",1
Mantap,5
sangat bagus,5
Bagus,5
I love instagram,5
"apaan gabisa buat follow, followers bukannya nambah malah ngurang, gabisa liat following juga, jadi mau unfoll susah, tolonglah kalo bikin aplikasi tuh yg bener dikit",1
Mantab,5
Sangat respek,5
Aku suka bikin baju pengantin😊,5
"tolong jauhkan saya dari reals fyp ,yg berbau seksual, karna itu sangat menggangu",3
"I like,ok.",5
Mntap,5
Good application 👍🏻,5
🅑🅐🅖🅤🅢,5
Mantap🙏🏻🔰,3
"Instagram pekok, ngapain sih di ubah"" mulu setinganya,, fitur arsip cerita jadi gak ada,,, bukannya makin bener malah tambah pekok",1
Update berkali² ga ada pembaruan sama sekali!,1
Thx ig smoga akun sy aman ga di hack mulu,5
sg tidak bisa terputar,3
"dari semuanya sudah bagus, fiturnya juga lengkap tapi ada beberapa bug di aplikasinya dan ini semua nya terjadi pada pengguna android ,saya gatau kalau user ios juga kena dampaknya atau tidak tapi mayoritas pengguna android banyak yang terkena bug ini ,di fitur story contoh nya dan yang paling sering di soroti pengguna, oh iya saya mengalami keluhan bug pada barisan following dimana orang yang mengikuti saya di baris ikuti mereka terlihat akun saya dengan tombol ""ikuti"" atau ""pesan""",3
"Baru memakai Instagram lagi, sedikit ada keluhan di bagian setting untuk video agar tidak diputar otomatis, saya cukup kesulitan.",4
Good,5
"DRAFTT NYAA ILANG FOTONYA, SEDIHH HH BELOM ADA 1 HARI:((((",4
Seruuu,5
akun sering ilang,1
Bgus,1
"Mantap ,bgs sekali",5
Mantappp,5
Baguss,5
Aku suka banget Ig ini mantap,2
bagus klo tdk eror lg,5
bagus,5
Toop jos,5
"kenapa di hapus fitur flipsidenyaa?? aku udah suka bangett lohh malah di hapus:(( emang fitur flipside ada problem kah? sampai di hapus begitu. pliss jangan di hapus aku suka banget apapun itu aku suka banget flipside, pliss jangan di hapus:(",1
meng inspirasi,5
Oke lah mantep,5
suka sama Instagram,5
feed nya tolong dikembalikan seperti awal!!!,1
menantikan fitur Edit video di aplikasi Instagramnya penasaran 👍👍,5
Baik,5
Bagus❤️😻😻,5
Banyak bug mengnggu akun,1
Sangat seru,5
Jangan sering sering update,3
Saya sangat senang dengan adanya aplikasi ini terimakasih atas informasinya saya sangat tertarik dengan aturan yang ada di dalam negeri maupun luar negeri,5
Sangat Puas,5
Mantap semoga Followers saya bisa makin naik Ig : bukan_bukann,5
Mantap sekali oke bagus dan ok,4
kenapa ngak bisa di buka Instagram saya,4
sangat bagus buat cari tmn dan sangat menarik,5
good,4
bagus,5
Bagussss,5
Hamburadul,5
Yes. I like it,5
bagus,5
"Ko skrg kalo live atau nonton live selalu ga muncul penonton nya dan komentar org ga ada di kita ketika live , instagram tolong lahh",2
Ada bug terbaru 2024..hasil foto yg tersimpan di Memory Card tidak kebaca,3
"Instagram sangat bagus aplikasi pertemanan yang sangat bermanfaat untuk mengetahui informasi perkembangan dunia luar, tapilannya dari segala aspek sosial mantab👍🙏",5
Hermanto,5
B aj,4
Cakepppp,5
Bagus banget,5
Ini kok tidak bisa masuk,2
"setelah update malah kembali sendiri/aplikasi tidak bisa dibuka,tolong dong di benarkan karena sangat peting",1
Good Application,5
bagus banget,5
Saya tidak bisa mendaftarkan diri,5
I can't follow anyone it's say my request are pending hhh,1
Saya kembaliok ok,5
"apk Instagram bagus tpi kadang suka muncul video aneh"" , tpi apk ini sangat membantu juga",4
Kita bisa mencari filter sesuka hati kita 🤗🤗,5
tolong di perbaiki lagi krn banyak bug,1
G bisa digunain di semua type HP sayangnya,5
perbaiki dong masa buat foto atau buat story kita foto malah kayak eror tu gak kelihatan pula wajah atau objek gitu gimana sihh...,1
baguuss,5
Bagus,5
Sangat membantu sekali cari cuan,5
Kurang suka,2
Bagusan tapi biasnya agak sedikit ngelag shi,5
Mantaf,5
"Musik di rells kenapa selalu terberhenti terus, sinyalnya sangat stabil. Tolong diperbaiki lagi!!",2
Suwe,5
BAaaggGGusS bNgt sih6,5
sukaa bgttt karna ak sering chatan sama dia disiniii,5
Merasa jadi ganteng,5
tidak bisa updet story diatas 15 detik,5
"Kreen, membantu untuk kegiatan yg positif&menghibur keseharian dari sela2 aktifitas.",5
"luar biasa, kebijakan Instagram akhir-akhir ini cukup buruk. banyak akun-akun orang yang di nonaktifkan tanpa sebab. termasuk akun saya.",2
perluas dan perkuat jaringan,5
"X y UU no hu,x No",3
bagus,5
Aplikasi ny sangat bagus dan memuaskan,1
Sanggar bagus,5
Ntap,5
"Fitur komentar sangat burukKomentar ku ada ,tetapi tidak terlihat di akun orang lain.Itu sangat buruk!!!Komentar Instagram seharusnya bebas!Tidak ada batasan juga!Itu melanggar Hak!",1
menyenangkan,5
Tidak bisa live,1
Mampu menghasilkan uang,5
ok,5
Ok skli,5
"Tolong segera di fix untuk update samsung seri S, update story sering terpotong.",5
bagus,5
oke,5
"kenapa akun saya ke ban pihak instagram, pdhl saya sudah 3x ganti akun, mohon penjelasannya.",1
Sangat memuaskan,5
Asik,5
pas buka story diberanda lemot banget padahal scroll beranda lancar banget giliran liat story lemot banget,2
👍👍👍,4
Banyak kelebihan yg tdk dimiliki oleh medsol lainya,5
Aplikasinya bagus,5
×͜×,1
sangatlah baik,5
bug terakhir liat orang aktif dibenerin dong,1
saya suka karena saya dapat kouta yy6yyyyyy,5
Kenapa saya ngk bisa live streaming,5
"instead of adding useless-annoying updates, why don't you fix the bugs and quit deleting features that are actually useful and fun to use?",3
Merepost snapgram malah tidak ada suaranya!,5
Sayangnya sangat sulit untuk bisa dapat follow dan like,5
good,5
gbs nyetel lagu d bio ig yg ada liriknya dsr gmbel,1
Sound di ig tlong di prhtikan ska di hlangakn,5
Good,5
Kenapa ga bisa di buka,1
keren,5
gak bisa di buka !,1
Aplikasi yg sangat bagus dan seru,5
Saya sangat suka dg instagram karna bisa foto foto,5
Parter dalam kehidupan,5
Bgusss,5
"Aplikasi jembot, kakean bug",1
Sistem nya lah tolong di perbaiki,5
sangat gajelas,1
Aplikasinya jelekkkkkkkkkkkkkkkkkk tapi boong,4
Ok,5
"tolong ubah tampilan instagram kaya semula dulu lagi, jangan kaya sekarang bikin feeds jadi keliatan jelek 🙂🙂🙃🙃",3
👍👍👍👍👍,5
2x akun ditangguhkan pdahal tidak melakukan kesalahan,1
bgus,5
"TOLONG BALIKIN FILTER IG, SUDAH KESERINGAN BEBERAPA FITUR DI HAPUS MAKIN G BETAH MAIN IG KLO GINI SEDANGKAN MAIN IG CUMA BUTUUH FILTER NYA PLEASE🙏",1
Ga bisa like postingan,1
Sukses selalu,5
Bagus,4
Bagus,4
Aplikasi sosmed paling bagus,5
Mantap,5
Senang deh aplikasi sangat baik,5
Sumpah di ig ini aku .bisa mengenali teman dan bisa berteman disini s.seruuu,4
Gaseru,1
membuat saya jadi lebih tau banyak tentang informasi yang terbaru setiap saat.,5
Bug!,1
keren,5
Sangat bagus,5
saya sangat senang,5
Sering eror,3
"Terkadang ada bug yg tdk bisa login dan ada kata ""tidak menemukan akun"" tpi pas gw uninstal trs download lgi bru bisa",3
"Upload video sering macet, dan suaranya keluar tapi gambarnya tak bergerak, makin parah",1
Bagus,5
Sangat menarik membagikan momen di instagram,5
"Demi Allah ya, Instagram makin kesini makin ga jelas. Mau login aja susah bgt, sinyal wifi lancar bahkan pakai data yang sama lancarnya tetep ga bisa. update itu bertujuan untuk apa si menurut Instagram? Menjadikan aplikasi semakin lag? Semakin sulit digunakan? Jangankan login, lagi scroll aja sering lag, haduh pusing bgt untuk aplikasi internasional ternama seperti Instagram ini memalukan sih.",1
Semangat,4
Keren,5
"Update terbarunya jelek banget di bagian postingannya, jadi ga aesthetic... mending dibuat kotak aja kayak dl",3
Aplikasi nya bagus Bagus juga parah cewek cantik mulus,5
The best aplication,5
Sangaat kerennn,5
Bagus🤌,5
update yang terbaru feeds nya jadi ancur 😭😭,1
I cant log in to my account,1
bagus,5
Sangat keren,5
Good job,5
Balikin format feed jadi 1:1,1
Lebih seneng reels instagram,4
baik bgus,5
apk instagram ini bagus bngtt,5
Menyenangkan,5
Bagus sekali Instagram,5
Ok bagus,5
Bagussss,5
Berguna banget,5
"Sangat berguna untuk saya, sejauh ini belum pernah ada kendala",5
Aplikasi nya si bagus tp kenapa ya saya gk bisa ngikutin/follow akun orang perasaan dulu instagram gk begini deh tolong dong saya jd gk bisa ngikutin akun orang lain gimana nih 🙁🥲,4
butuh fitur posting ulang🙏🏻🥲,1
oke keren,5
keren Instragram,4
Sangat baik,5
Ok,4
Sangat bagus bisa juga untuk bisnis atau cari teman,5
Keren,5
Bestlah,5
kerenn,5
kece,5
Enak bgt🤭🤭🪐,5
Jangan hapus fitur arsip,1
Nice,5
Good,5
Bgs banget,1
Mantul lah,4
"Aplikasi yang sangat keren untuk kalangan sosmed, simpel dan praktis 👍👍👍👍👍👍👍👍👍👍👍👍👍",5
Bagus,5
Ok,5
Bagus sekali. Usul nih jika ngasih kode kode langsung aja ke laman mencari akun. Jangan dikirimkan ke laman yg lain (pesan dls) jadi ribet,5
Aplikasi nya bagus bisa liat fidio dan bisa buat vidio,5
Instagram sangat membantu saya bagus,5
Bagus,5
Kren aplikasinya,2
Keren..,5
saya tidak bisa follow akun yang lainnya,1
kren,5
lemot anj,1
"bagus sih, tapi nyesek dikit soalnya dia posting cwenya di ig :)",5
"Tolong ya instagram, aplikasinya dah bagus tapi masalahnya bugnya ada saat saya mengikuti akun. Pas dah tekan ikuti, eh mengikutinya malah jadi ikuti lagi jadi biru lagi pas coba lagi masih gabisa dah dari minggu lalu loh. Masa bug gini sampe berhari-hari. Tolonglah plislah instagram atasi masalah bug nya supaya saya dapat mengikuti akun lagi sudah ada beberapa followers saya yang unfollow gara-gara saya tidak follback masa bugnya sampe berhari-hari, plislah. 🙏🙏🙏🙏🙏🙏",2
"ini ig knapa ya?ko error bgt,mohon di tindak dong🙏🏻",2
Mntap,4
Kalau ditutup aplikasinya tetep berjalan memutar reels padahal hp sudah terkunci,3
Bagus banget.... Tapi aku kurang puas dengan filter nya,5
Mantap,5
"Bagus bgt filter nya juga bagus bagus , terima kasih untuk pengbuat aplikasi sya merasa sangat senang , dan semoga bisa maku terus yah projek nya, semangat,,,",5
Jozz wes,5
anjay,5
Apk Uda bagus kok tapi ada kekurangan di apk Instagram ini adalah bug ya banyak banget dan Filter filter di ig ini Uda jarang keluar itu aja sih tapi apk ya bagus kok cuman butuh di perbaiki sedikit aja☺️🙃,5
tidak bisa live,2
Sangat buruk,5
Oke deh,5
fontnya sekarang gak asik,1
cobaa adain di ig aku. ko gaada buat kasih komentar di reels.. malah gantinya status whatsapp 😑 tolong kembalikan tambahkan komentar. bukan malah status whatsapp,1
Ok,4
Ok,5
Nice aplication,5
Instagram ini baguss banget efek nya banyak dan ada efek video nya loh pokonya baguss😍😍😘,5
Mengetahui banyak informasi,5
Bagus superduper bagus 💗💗💗💗💗💗,5
"apk nya bagus si, tapi efek nya pada ilang semua? balikin pliss, mana efek favorit akuu ilangg lagii, jadii maless bka ig skrng😔",3
terdapat bug atau masalah pada instagram saya.dimana saat saya live tidak ada notifikasi saya live di pengguna lain sehingga saat saya live tidak ada penonton lalu Instagram saya tidak mendapatkan vitur repost instastory terbaru. tolong di benahi sudah 3 bulan seperti ini.,1
Masih ada sedikit kesulitan dan ada fitur yang murang,4
Bagus buat jualan juga bisa,5
sangat sesuai dengan yg diinginkan Fitur yg lengkap dan sangat bermanfaat,5
Seru jadi bisa kenal bnyk orng cuman sayang instagram aku yang dlu dihapus sama pihak instagram😣,5
Salwa Zahra,3
Tlng banyakin folower ku,5
"gak usah kebanyakan update plis, udah kecewa banget sama update yang keterakhir. serius bknnya tmbh menarik malah tmbh buruk.",1
Kerenn,5
Tidak mau terinstall???!!,1
Fitur skip part di vid reels eror mulu,1
terdapat banyak bug,1
Asik,5
Good,5
"Semua video yg di buka tidak bisa ke puter dan selalu ngadat, udah 3 kali di update tidak ada perubahan, apa-apaan aplikasi ini!!!!",5
keren apk nya,5
aplikasi ini sangat lah bagus,5
"Nggak ribet,,,mudah d pahami",5
Good,5
so,5
terima kasih yah instagramya sangat mrnyenangkan saya suka soal nya kalo ga ada Instagram saya tidak bisa berteman,5
Mantapp,5
Makin sukses instagram,4
kenapa yaa udah update ber kali kali tapi fitur nya ga masuk? saya tunggu in ber minggu minggu tetep ga berubah sampai saya update lagi tetep ga adaaa ga ada perubahan,2
Jlek banget,1
baik untuk menyimpan foto,5
bagus,5
Iya ig saya ke bug terus,5
We balikin efek jj we,1
Mantap,5
Nice,5
Cukup baik. Mohon data pengguna lebih dijaga privasinya.,5
Mantap tapi sayang aku gk bisa live,4
Sementara kasih 3 bintang aja ya..nanti kalo IG kasih uang ke saya..baru kasih 5 bintang,3
"akun instagramku uda berkali"" dapet info ditangguhkan dan hari ini aku coba buat mulihin akunnya tapi ga bisa"" muluu pihak instagram tolong di benerin dongg😭😭🙏🏻🙏🏻",1
Aneh sering g bisa dibuka!!,1
Bagus skali,5
Menarik dan sanggat puas,5
good job,5
keren,5
"Stlah diupdate fitur2nya makin bagus, apalagi saat upload video. Top daaahh",5
ok,5
Karena bisa poto poto,5
dontollll hehe,5
sangat bagus,5
Belajar,5
tidak semua cerita masuk kedalam arsip tiba-tiba. kenapa ya? tolong diperbaiki!,1
bagus sih KLO yang buat foto² terus juga menarik filternya dan juga teman² asik pokoknya aku suka 💖🥰💁,4
"Ini pembaruan yang bagus tetapi, masih ada beberapa lagi, seperti menonton reels terkadang “suka” dan komentar nya tidak menunjukkan berapa banyak orang suka dan berkomentar. Tolong pengembang perbaiki lagi. Terima kasih.",5
"GELOO JELEG BANGET UPDATE BARUNYA AJIGGG, foto postingan gue kalo diliat dri profil jadi keliatan gepeng🤬🤬",1
Sangat senang mengunakan aplikasi ini,4
Ini merupakan aplikasi yg sangat pintar dan bisa mendapatkan banyak teman,5
sangat bagus,5
Good,5
Bagus,5
Bagus,5
tolong diberi tempat khusus lagu,5
Good,5
Alamak dia tak pakai baju,5
Isinya banyak info menarik..😙😙,5
"Saya snng memakai aplikasi ini, tpi knp ya pas saya mau ngeuplod story atau postingan video warnanya kok berubah ya jadi warna hijau",3
Karna kurang bgs,1
Sangat baik sekali,5
Bagusss,3
Ok,5
Sangat bagus dan aman.,5
Aplikasinya keren work banget cuy🗿,5
Aplikasi bagus,5
Kurang bguss,1
tidak dapa unlike postingan dan akun di hack orang buat ngelike hal tidak berfaedah,3
bagus tapi tolong balikkin ig yang duluu sekarang efek nya pda ilang yang udah disimpan,4
Ok terimakasih atas segala bantuannya yang cukup mengesankan dan mencerdaskan.#sAs,5
sangat baik,5
Bagus,5
like,5
Fitur filter yang untuk story gabisa. Pas buka kedip2 hitam terus. Mau buat story ga enak. Solusinya tolong.,3
"bege, update-an cacad, jeleg",1
bagus,5
luar biasa,5
In sangat memuaskan,5
belum ada kirim,3
Tolong di pencarian Poto dan video yg tidak bermanfaat tolong di kondisi kan dulu,1
Sangat bagus,5
Sangat bagus,5
bagus gak ada masalah,5
aplikasi bagus buat selingkuh,5
baik,5
Sangat baik karna banyak yg melihat,5
Tidak puas,1
"Makin kesini makin kesana story orang kadang ga bisa dibuka, dan bilang nya ""cerita ini sudah dihapus"" padahal belum . Kolom komentar juga kadang error dan ga bisa di liat Musik di profil ga keliatan pas liat sendiri , tapi giliran orang lain bisa ngeliat .Ujung ujung nya ga bisa diganti. Kalo mau nge post draft igs yang udah diedit malah error dan kehapus sendiri ,dan terpaksa edit ulang. Tolong perbaiki🙏🙏",1
🍉🍉🍉🍉🍉🍉🍉🍉,1
Terbaik,5
Tmpat aman nyimpan kenangan pke musik,5
AKUN SAYA TIDAK BISA LOGIN,1
bagus dan membantu,5
menakjubkan 🤎,5
Bagus,4
Bisa dapat banyak ikmu,5
bug gajelas suka hitam/putih layarnya,1
"akun saya sudah termasuk akun lama di ig, tapi buat ngerasain fitur2 baru banyak yang bisa , giliran pake akun baru bisa dipake, LOL BANGET!!!",1
ok,5
Audio sering hilang,1
ini aplikasinya knp sih masak iya mau posting video mengunggah terus gak ke posting posting,1
Karina 9/12/2007 Anak bunsu,4
apk ini unik,5
Terimakasih,5
Gua kasi 5,5
Lemot...!!!,2
Bagus,4
Baik,5
👍🏻,5
Tolong kirimin kodenya nya soalnya minggu kemarin saya sempat donwloud tapi kodenyagak terkirim tolong nya trimakasih tolong cepetin nya donlwoud nya pleaessss,2
good rekening,5
saya puas,5
Apa yang di ikuti terlihat oleh orang lain,3
Mantep,4
Best instagram,5
jelek banged aplikasinya cooo gw update malah disuruh login ulang fak bgd,1
baik,4
"Kemaren aku buat story udah 24 jam malah ga masuk ke arsip Padahal udah opsi ""simpan cerita ke arsip"" sudah nyala Dan malah masuk di opsi ""baru baru ini di hapus"", pas aku pulihkan malah hilang Gimana ya?",3
